OBJECTID,LONGITUDE,LATITUDE,POI_NAME,Address_1,Address_2,CITY,STATE,ZIP,RESERVED_1,RESERVED_2,RESERVED_3,COUNTY,POI_TYPE
259,33.49533782342468,-84.30298758914216,A Better Home Care,2700 Stancil Boulevard,,Jonesboro,GA,30236,,,,,
260,33.91509933033552,-84.25570067344137,A Home for Mom and Dad,2560 Johnson Drive,,Doraville,GA,30340,,,,,
261,34.021958365438195,-84.50240544397485,AAA Holly House,1680 Northwoods Drive,,Marietta,GA,30066,,,,,
262,33.95558272069161,-84.53985261988942,AAN Center,414 Rigby Street,,Marietta,GA,30060,,,,,
263,33.7325063410737,-84.20387027953768,Adam and Eve Personal Care Home,5169 Covington Highway,,Decatur,GA,30035,,,,,
264,33.939805952407426,-84.11903175151463,Adonis Personal Care Home 2,1409 Greenview Way,,Lawrenceville,GA,30044,,,,,
265,33.821663485258966,-84.09527818803002,All Partners In Care Services,2266 Stone Drive,,Lilburn,GA,30047,,,,,
266,33.83538467041541,-84.53695469864056,Amelia Gardens - Mableton,576 Nickajack Road,,Mableton,GA,30126,,,,,
267,34.14870070149732,-84.49180007157315,Amelia Gardens I,545 Toonigh Road,,Woodstock,GA,30188,,,,,
268,34.091477145760905,-84.54727068150783,Amelia Gardens II,2030 Bascomb Carmel Road,,Woodstock,GA,30189,,,,,
269,33.58360298942392,-84.44850352225973,Angels PCH,6290 West Fayetteville Road,,Riverdale,GA,30296,,,,,
270,33.397477215956656,-84.20432328363847,Antias Tender Touch,600 Pullin Road,,McDonough,GA,30253,,,,,
271,33.728214867134454,-84.50583220970702,Arbor Terrace at Cascade,1001 Research Center Atlanta Drive,,Atlanta,GA,30331,,,,,
272,33.9707201675364,-84.41317538740401,Arbor Terrace of East Cobb,886 Johnson Ferry Road,,Marietta,GA,30068,,,,,
273,33.6087993367193,-84.48453962569408,Around the Clock Care,5337 Jerome Road,,Atlanta,GA,30349,,,,,
274,33.40670364585128,-84.2848827604978,Aryoak PCH,425 Ryoaks Drive,,Hampton,GA,30228,,,,,
275,33.41427546852697,-84.56354279203134,Ashley Glen Senior Living and Memory Care,441 Prime Point,,Peachtree City,GA,30269,,,,,
276,33.9872614431676,-84.53821106389819,Ashley Manor Personal Care Home,532 Dickson Road,,Marietta,GA,30066,,,,,
277,33.9391532224854,-84.01770996259177,Ashton Hall,1155 Lawrenceville Highway,,Lawrenceville,GA,30046,,,,,
278,33.970249370719046,-84.5547859128788,Atherton Place,111 Tower Road,,Marietta,GA,30060,,,,,
279,33.733300758622136,-84.54313563897193,Atlanta Residential Care,4760 Cascade Road SW,,Atlanta,GA,30331,,,,,
280,33.83227554184214,-84.3568910474309,Atria Buckhead,2848 Lenox Road,,Atlanta,GA,30324,,,,,
281,33.94923798832292,-84.41227837348964,Atria Johnson Ferry,9 Sherwood Lane,,Marietta,GA,30067,,,,,
282,33.86002217508559,-84.59344952923618,ATRIA of Mableton,3829 Floyd Road,,Austell,GA,30106,,,,,
283,33.87492325234729,-84.17131602375025,AtriaTucker,5844 Highway 29,,Tucker,GA,30084,,,,,
284,33.55572532035171,-84.39287966949655,Attentive Needs Assisted Living,7264 Amanda Court,,Riverdale,GA,30274,,,,,
